sku,title,primary_path,mottaro_path,is_multi_category
MQ021-PNK,"Motarro Expanding File – A4, Pink","Stationery > School & Office > Filing & Organisation","mottaro > mottaro-school-office > mottaro-filing-organisation",yes
MP199-3,"Motarro Stretch Canvas – Fill In The Frame, With Paint And Paintbrush, Lion, 20x25cm","Arts and Crafts > Art Supplies > Canvas > Stretch","mottaro > mottaro-art-supplies > mottaro-canvas > mottaro-canvas-stretch",yes
ME095-X,"Motarro LED Letter Light – 22cm","Arts and Crafts > Crafts > Lights","mottaro > mottaro-crafts > mottaro-crafts-lights",yes
ME095-N,"Motarro LED Letter Light – 22cm","Arts and Crafts > Crafts > Lights","mottaro > mottaro-crafts > mottaro-crafts-lights",yes
ME095-V,"Motarro LED Letter Light – 22cm","Arts and Crafts > Crafts > Lights","mottaro > mottaro-crafts > mottaro-crafts-lights",yes
ME095-W,"Motarro LED Letter Light – 22cm","Arts and Crafts > Crafts > Lights","mottaro > mottaro-crafts > mottaro-crafts-lights",yes
ME095-O,"Motarro LED Letter Light – 22cm","Arts and Crafts > Crafts > Lights","mottaro > mottaro-crafts > mottaro-crafts-lights",yes
MA057-1-PNK,"Motarro Paper Clips – Pink, 50 pcs","Stationery > School & Office > Fasteners & Clips","mottaro > mottaro-school-office > mottaro-fasteners-clips",yes
ME402-21,"Motarro – Stones, 1-2cm","Arts and Crafts > Crafts > Decorative Items","mottaro > mottaro-crafts > mottaro-decorative-items",yes
MC036-5,"Motarro Whiteboard Marker – Black, 3mm, 3 pcs","Stationery > School & Office > Writing & Correction > Markers and Highlighters","mottaro > mottaro-school-office > mottaro-writing-correction > mottaro-markers-highlighters",yes
MB001-5,"Motarro Didactic Electric Kit – 8 pcs","Stationery > Educational","mottaro > mottaro-educational",yes
ME148-1,"Motarro Plasticine Kit – 10 Colours","Arts and Crafts > Art Supplies > Sculpting & Moulding > Plasticine","mottaro > mottaro-art-supplies > mottaro-sculpting-moulding > mottaro-plasticine",yes
ME151-3,"Motarro EVA Sponge – A4, Gold Glitter, 10 pcs","Arts and Crafts > Crafts > Craft Boards & Supplies","mottaro > mottaro-crafts > mottaro-craft-boards-supplies",yes
ME095-6,"Motarro LED Numbers Light – 22cm","Arts and Crafts > Crafts > Lights","mottaro > mottaro-crafts > mottaro-crafts-lights",yes
MC036-9,"Motarro Whiteboard Marker – 3mm, 3 pcs","Stationery > School & Office > Writing & Correction > Markers and Highlighters","mottaro > mottaro-school-office > mottaro-writing-correction > mottaro-markers-highlighters",yes
MU130-7,"Motarro Craft Stickers – Ball","Arts and Crafts > Crafts > Stickers","mottaro > mottaro-crafts > mottaro-stickers",yes
ME119-6,"Motarro Felt Bag – Blue, 25x30cm, 70g, 5 pcs","Arts and Crafts > Crafts > Felt Bags","mottaro > mottaro-crafts > mottaro-felt-bags",yes
MYD066-5,"Motarro Self Adhesive Labels – Green, 5 Sheets","Stationery > School & Office > Labels & Notes","mottaro > mottaro-school-office > mottaro-labels-notes",yes
MT001-4-PNK,"Motarro Tape Dispenser – Pink, 192x73x86mm","Stationery > School & Office > Glues and Adhesive Tape > Adhesives and Holders","mottaro > mottaro-school-office > mottaro-glues-adhesive-tape > mottaro-adhesives-holders",yes
MC024,"Motarro Fine Liners – 0.4mm, 12 pcs","Stationery > School & Office > Writing & Correction > Markers and Highlighters","mottaro > mottaro-school-office > mottaro-writing-correction > mottaro-markers-highlighters",yes
MP080-YEL,"Motarro Brush Wash Cup – Yellow","Arts and Crafts > Art Supplies > Painting Palettes","mottaro > mottaro-art-supplies > mottaro-painting-palettes",yes
MQ057-6-BLK,"Motarro EVA Zipping Bag – Black, 200x145mm","Fashion & Accessories > Synthetic Bags > Handbags","mottaro > mottaro-other > mottaro-other-fashion",yes
ME047-3-PNK,"Motarro Cutting Mat – Pink, A4, 300x220mm","Stationery > School & Office","mottaro > mottaro-school-office",yes
MC045-15,"MOTARRO HIGHLIGHTER 6PC PASTEL","Stationery > School & Office > Writing & Correction > Markers and Highlighters","mottaro > mottaro-school-office > mottaro-writing-correction > mottaro-markers-highlighters",yes
